# This file contains data regarding convergence of GSE of radial s-wave solution to SE of H-atom.
# Parameters varied are absolute error of ODE integrator (accODE), relative error of ODE 
# integrator (epsODE), and integration limits of ODE integrator rMin and rMax.
# Their default values are: accODE = 0.001, epsODE = 0.001, rMin = 0.001 and rMax = 12.
# File is structured such that every two columns fit together, with first one containing values of parameters varied and second one GSE.
#
#accODE,GSE,epsODE,GSE,rMin,GSE,rMax,GSE
0.001,-0.50000061212742,0.001,-0.50000061212742,0.01,-0.500002412195167,5,-0.496435848489843
0.00302040816326531,-0.50000291162727,0.00302040816326531,-0.500001355575829,0.02,-0.50001597773267,5.20408163265306,-0.497428843533966
0.00504081632653061,-0.500005632113061,0.00504081632653061,-0.5000015176333,0.03,-0.500052746452862,5.40816326530612,-0.498159854556651
0.00706122448979592,-0.500009076724042,0.00706122448979592,-0.500001740486657,0.04,-0.500123580585736,5.61224489795918,-0.498697903272273
0.00908163265306123,-0.500012716972472,0.00908163265306123,-0.50000194892827,0.05,-0.500239163595242,5.81632653061224,-0.499024220009508
0.0111020408163265,-0.500017260011835,0.0111020408163265,-0.500002328262712,0.06,-0.500409948219311,6.02040816326531,-0.499300010026888
0.0131224489795918,-0.500022279136306,0.0131224489795918,-0.500002506123834,0.07,-0.500646354792704,6.22448979591837,-0.499499044178704
0.0151428571428571,-0.500027836299392,0.0151428571428571,-0.500002802918676,0.08,-0.50095822185556,6.42857142857143,-0.499642494197137
0.0171632653061225,-0.500033783632973,0.0171632653061225,-0.500003112260354,0.09,-0.50135606346113,6.63265306122449,-0.499745580891925
0.0191836734693878,-0.500040388403623,0.0191836734693878,-0.500003478779527,0.1,-0.501850012860899,6.83673469387755,-0.499819390850832
0.0212040816326531,-0.500046793294962,0.0212040816326531,-0.500003841347603,0.11,-0.502450459990543,7.04081632653061,-0.499872564400511
0.0232244897959184,-0.500053925185621,0.0232244897959184,-0.500004240241911,0.12,-0.50316792397446,7.24489795918367,-0.499910789121911
0.0252448979591837,-0.500061260848616,0.0252448979591837,-0.500004656523315,0.13,-0.504013289563224,7.44897959183673,-0.499938057437933
0.027265306122449,-0.500069160272334,0.027265306122449,-0.50000508895453,0.14,-0.504997786493218,7.6530612244898,-0.499957743973214
0.0292857142857143,-0.500076555093596,0.0292857142857143,-0.500005540113723,0.15,-0.506133114523022,7.85714285714286,-0.499972004999122
0.0313061224489796,-0.50008530933717,0.0313061224489796,-0.500006002798911,0.16,-0.507431463758808,8.06122448979592,-0.499982001106869
0.0333265306122449,-0.500093439936749,0.0333265306122449,-0.500006480484681,0.17,-0.508905727115295,8.26530612244898,-0.499989771419431
0.0353469387755102,-0.500101704226668,0.0353469387755102,-0.500007013673492,0.18,-0.510569526870728,8.46938775510204,-0.499995894769429
0.0373673469387755,-0.500111028160344,0.0373673469387755,-0.500007526043218,0.19,-0.512437341410815,8.6734693877551,-0.499993251160808
0.0393877551020408,-0.500120227511878,0.0393877551020408,-0.500008196948908,0.2,-0.514524624989546,8.87755102040816,-0.499995170447956
0.0414081632653061,-0.500129490015826,0.0414081632653061,-0.500008624041917,0.21,-0.51684794106898,9.08163265306122,-0.499996831864263
0.0434285714285714,-0.500139223432586,0.0434285714285714,-0.500009205057417,0.22,-0.519425350024897,9.28571428571428,-0.499998046408603
0.0454489795918367,-0.500150015295814,0.0454489795918367,-0.500009791289408,0.23,-0.522275528222577,9.48979591836735,-0.499998861108043
0.047469387755102,-0.500159523536442,0.047469387755102,-0.50001040188743,0.24,-0.525419541988367,9.69387755102041,-0.499999521749336
0.0494897959183674,-0.500168991675067,0.0494897959183674,-0.500011061318614,0.25,-0.528879936338415,9.89795918367347,-0.499999893847585
0.0515102040816327,-0.500180764174526,0.0515102040816327,-0.500011684539205,0.26,-0.5326811895818,10.1020408163265,-0.500000339575811
0.053530612244898,-0.500189295099393,0.053530612244898,-0.500012312455954,0.27,-0.536850033888011,10.3061224489796,-0.500000498032513
0.0555510204081633,-0.500201131227354,0.0555510204081633,-0.500013132434124,0.28,-0.541415556610127,10.5102040816327,-0.500000691390474
0.0575714285714286,-0.500211774437588,0.0575714285714286,-0.500013669385412,0.29,-0.546409574106365,10.7142857142857,-0.500000799220762
0.0595918367346939,-0.500222162026923,0.0595918367346939,-0.500014368157591,0.3,-0.551866951062222,10.9183673469388,-0.500000940778465
0.0616122448979592,-0.500233712524829,0.0616122448979592,-0.500015085476562,0.31,-0.557825884218961,11.1224489795918,-0.500001013369321
0.0636326530612245,-0.500245960594502,0.0636326530612245,-0.500015827535367,0.32,-0.564328269180828,11.3265306122449,-0.500000556950636
0.0656530612244898,-0.500255867461262,0.0656530612244898,-0.500016525055637,0.33,-0.571420311673244,11.530612244898,-0.500000573578066
0.0676734693877551,-0.500269855960354,0.0676734693877551,-0.500017257065397,0.34,-0.579152369387759,11.734693877551,-0.500000578876807
0.0696938775510204,-0.500279371777572,0.0696938775510204,-0.50001799455708,0.35,-0.587580442693341,11.9387755102041,-0.50000060346745
0.0717142857142857,-0.500289797407933,0.0717142857142857,-0.500018809907351,0.36,-0.596766014808121,12.1428571428571,-0.500000595020603
0.073734693877551,-0.500305914399857,0.073734693877551,-0.500019587080853,0.37,-0.606776889782183,12.3469387755102,-0.500000609637173
0.0757551020408163,-0.500313155255317,0.0757551020408163,-0.500020358157738,0.38,-0.617687585046996,12.5510204081633,-0.500000612490203
0.0777755102040816,-0.500325429154126,0.0777755102040816,-0.500021168547004,0.39,-0.629580858135294,12.7551020408163,-0.500000627087371
0.0797959183673469,-0.50034016770555,0.0797959183673469,-0.500021980070254,0.4,-0.642548050227627,12.9591836734694,-0.500000628748644
0.0818163265306122,-0.50035054682872,0.0818163265306122,-0.500022809120557,0.41,-0.656689778893791,13.1632653061224,-0.500000631973508
0.0838367346938776,-0.500361544377342,0.0838367346938776,-0.500023686001881,0.42,-0.672117589895553,13.3673469387755,-0.500000632503568
0.0858571428571429,-0.500374391505336,0.0858571428571429,-0.500024524137075,0.43,-0.688954931596625,13.5714285714286,-0.500000630779059
0.0878775510204082,-0.500389689540868,0.0878775510204082,-0.500025366415749,0.44,-0.137348098326063,13.7755102040816,-0.500000560128555
0.0898979591836735,-0.500400766322256,0.0898979591836735,-0.50002618241586,0.45,-0.138429414833325,13.9795918367347,-0.500000557400457
0.0919183673469388,-0.500411110348373,0.0919183673469388,-0.500027139157302,0.46,-0.139500837098631,14.1836734693878,-0.500000556180652
0.0939387755102041,-0.500422117821465,0.0939387755102041,-0.500028108406526,0.47,-0.140633077246091,14.3877551020408,-0.500000546992863
0.0959591836734694,-0.500439162964215,0.0959591836734694,-0.500028829339326,0.48,-0.141783683219536,14.5918367346939,-0.500000547029609
0.0979795918367347,-0.500454502219781,0.0979795918367347,-0.500029768203446,0.49,-0.142967782251184,14.7959183673469,-0.500000545552001
