#xValues,yValues,integral,derivative
0,0.248668584157093,0,1.41245648842885
0.0909090909090909,0.364260652564634,0.0280545572283235,1.13056901653705
0.181818181818182,0.454226587163829,0.0654526600478623,0.848681544645245
0.272727272727273,0.518566387954678,0.109864659930585,0.566794072753442
0.363636363636364,0.557280054937182,0.15896090834846,0.28490660086164
0.454545454545455,0.57036758811134,0.210411756773456,0.00301912896983692
0.545454545454545,0.557828987477152,0.261887556677542,-0.278868342921965
0.636363636363636,0.519664253034619,0.311058659532685,-0.560755814813768
0.727272727272727,0.45587338478374,0.355595416810856,-0.842643286705571
0.818181818181818,0.366456382724515,0.393168179984022,-1.12453075859737
0.909090909090909,0.251413246856945,0.421447300524151,-1.40641823048918
1,0.110743977181029,0.438103129903213,-1.68830570238098
1.09090909090909,-0.0258410667951578,0.441706333517663,-1.31656526509512
1.18181818181818,-0.12863152556354,0.434428832461906,-0.944824827809271
1.27272727272727,-0.197627399124116,0.419342861754832,-0.573084390523417
1.36363636363636,-0.232828687476888,0.399520656415333,-0.201343953237563
1.45454545454545,-0.234235390621855,0.378034451462301,0.170396484048291
1.54545454545455,-0.201847508559017,0.357956481914626,0.542136921334144
1.63636363636364,-0.135665041288374,0.342358982791201,0.913877358619998
1.72727272727273,-0.0356879888099264,0.334314189110916,1.28561779590585
1.81818181818182,0.0980836488763261,0.336894335892663,1.65735823319171
1.90909090909091,0.265649871770384,0.353171658155333,2.02909867047756
2,0.467010679872246,0.386218390917818,2.40083910776341
2.09090909090909,0.667944436234096,0.438069749897559,2.01970353219729
2.18181818181818,0.834229503908117,0.506612873606204,1.63856795663117
2.27272727272727,0.965865882894308,0.588697881253949,1.25743238106504
2.36363636363636,1.06285357319267,0.681174892050993,0.87629680549892
2.45454545454545,1.1251925748032,0.780894025207531,0.495161229932798
2.54545454545455,1.15288288772591,0.884705399933762,0.114025654366675
2.63636363636364,1.14592451196078,0.989459135439883,-0.267109921199447
2.72727272727273,1.10431744750782,1.09200535093609,-0.648245496765572
2.81818181818182,1.02806169436704,1.18919416563258,-1.02938107233169
2.90909090909091,0.917157252538426,1.27787569873956,-1.41051664789782
3,0.771604122021982,1.35490006946721,-1.79165222346394
3.09090909090909,0.622590837204835,1.41806250412838,-1.48664004251331
3.18181818181818,0.501305932474107,1.46893865744647,-1.18162786156269
3.27272727272727,0.4077494078298,1.5100492912475,-0.876615680612063
3.36363636363636,0.341921263271914,1.54391516735754,-0.571603499661438
3.45454545454545,0.303821498800448,1.57305704760259,-0.266591318710813
3.54545454545455,0.293450114415402,1.59999569380872,0.0384208622398121
3.63636363636364,0.310807110116777,1.62725186780195,0.343433043190438
3.72727272727273,0.355892485904573,1.65734633140833,0.648445224141064
3.81818181818182,0.428706241778789,1.69279984645389,0.953457405091689
3.90909090909091,0.529248377739425,1.73613317476467,1.25846958604231
4,0.657518893786482,1.7898670781667,1.56348176699294
4.09090909090909,0.784874938228167,1.85565435328326,1.23835121072413
4.18181818181818,0.882673659372688,1.93167593592646,0.913220654455329
4.27272727272727,0.950915057220045,2.01524479670565,0.588090098186524
4.36363636363636,0.989599131770238,2.10367390623019,0.262959541917719
4.45454545454546,0.998725883023266,2.19427623510942,-0.0621710143510896
4.54545454545455,0.978295310979131,2.28436475395269,-0.387301570619895
4.63636363636364,0.928307415637831,2.37125243336934,-0.7124321268887
4.72727272727273,0.848762196999367,2.45225224396874,-1.0375626831575
4.81818181818182,0.73965965506374,2.52467715636022,-1.36269323942631
4.90909090909091,0.600999789830948,2.58584014115314,-1.68782379569511
5,0.432782601300991,2.63305416895685,-2.01295435196392
5.09090909090909,0.26577233388496,2.66456446021132,-1.66127153118878
5.18181818181818,0.130733231993942,2.68234523467911,-1.30958871041363
5.27272727272727,0.0276652956279363,2.6893029619534,-0.957905889638488
5.36363636363636,-0.0434314752130565,2.68834411162737,-0.60622306886334
5.45454545454546,-0.0825570805290354,2.68237515329421,-0.254540248088196
5.54545454545455,-0.0897115203200011,2.67430255654709,0.0971425726869484
5.63636363636364,-0.0648947945859538,2.66703279097921,0.448825393462092
5.72727272727273,-0.00810690332689346,2.66347232618374,0.800508214237237
5.81818181818182,0.0806521534571798,2.66652763175387,1.15219103501238
5.90909090909091,0.201382375766266,2.67910517728277,1.50387385578752
6,0.354083763600366,2.70411143236364,1.85555667656267
6.09090909090909,0.51230975763468,2.74365145570103,1.62541519219223
6.18181818181818,0.649613798544408,2.79662466244496,1.3952737078218
6.27272727272727,0.765995886329552,2.86112905685684,1.16513222345136
6.36363636363636,0.861456020990111,2.93526264319808,0.934990739080922
6.45454545454546,0.935994202526084,3.01712342573006,0.704849254710486
6.54545454545455,0.989610430937472,3.10480940871419,0.47470777034005
6.63636363636364,1.02230470622427,3.19641859641188,0.244566285969614
6.72727272727273,1.03407702838649,3.29004899308453,0.0144248015991775
6.81818181818182,1.02492739742413,3.38379860299353,-0.215716682771259
6.90909090909091,0.994855813337173,3.47576543040029,-0.445858167141695
7,0.943862276125635,3.56404747956621,-0.675999651512131
7.09090909090909,0.881030934491821,3.64701803198609,-0.706289864431779
7.18181818181818,0.815445937138039,3.72415147808836,-0.736580077351426
7.27272727272727,0.747107284064289,3.79519748553483,-0.766870290271073
7.36363636363636,0.676014975270571,3.85990572198732,-0.797160503190721
7.45454545454546,0.602169010756885,3.91802585510766,-0.827450716110368
7.54545454545455,0.525569390523231,3.96930755255767,-0.857740929030015
7.63636363636364,0.446216114569609,4.01350048199916,-0.888031141949663
7.72727272727273,0.36410918289602,4.05035431109396,-0.91832135486931
7.81818181818182,0.279248595502462,4.07961870750389,-0.948611567788957
7.90909090909091,0.191634352388937,4.10104333889077,-0.978901780708605
8,0.101266453555444,4.11437787291643,-1.00919199362825
8.09090909090909,0.0223347937661383,4.11980197405371,-0.727304521736447
8.18181818181818,-0.03097073221482,4.11921529401961,-0.445417049844647
8.27272727272727,-0.0586501243874334,4.11494748134218,-0.163529577952842
8.36363636363636,-0.0607033827517009,4.10932818454943,0.118357893938957
8.45454545454546,-0.0371305073076225,4.10468705216939,0.400245365830762
8.54545454545454,0.0120685019448007,4.10335373273011,0.682132837722562
8.63636363636364,0.086893645005571,4.10765787475961,0.964020309614367
8.72727272727273,0.187344921874685,4.11992912678592,1.24590778150617
8.81818181818182,0.313422332552147,4.14249713733708,1.52779525339797
8.90909090909091,0.465125877037955,4.17769155494111,1.80968272528978
9,0.642455555332105,4.22784202812605,2.09157019718158
